"YEAR","CASEID","REGION","FAMINCOME","PERNUM","LINENO","WT20","AGE","SEX","RACE","MARST","CITIZEN","BPL","EDUCYRS","EMPSTAT","FULLPART","KIDUND18","ACT_CAREHH","ACT_CARENHH","ACT_EDUC","ACT_FOOD","ACT_HHACT","ACT_PCARE","ACT_PHONE","ACT_PROFSERV","ACT_PURCH","ACT_RELIG","ACT_SOCIAL","ACT_SPORTS","ACT_TRAVEL","ACT_VOL","ACT_WORK","BLS_PCARE_SLEEP","Sleep_Time","Time_Use"
2020,20200302201026,4,5,1,1,1443956.770514,80,2,100,3,5,21040,105,5,99,0,0,0,0,35,0,690,0,0,10,0,695,0,10,0,0,690,690,1440
2020,20200302201043,2,14,1,1,5445175.26127,40,1,100,1,1,9900,112,1,1,1,0,0,0,30,0,565,0,0,0,0,825,0,20,0,0,535,535,1440
2020,20200302201045,1,13,1,1,2.1962828826182E7,62,2,131,1,4,30040,109,5,99,0,0,0,0,74,162,593,90,0,0,0,521,0,0,0,0,520,520,1440
2020,20200302201050,3,11,1,1,3990618.099621,64,2,110,1,1,9900,112,1,1,0,0,30,0,135,0,577,0,0,1,0,412,0,165,120,0,450,450,1440
2020,20200302201051,2,14,1,1,1.3456586668838E7,77,2,100,1,1,9900,321,5,99,0,0,0,0,90,260,535,60,0,0,150,120,90,75,60,0,470,470,1440
2020,20200302201052,3,15,1,1,1593466.951268,76,2,110,4,1,9900,316,5,99,0,0,7,0,20,15,596,0,0,20,240,381,0,147,0,0,495,495,1426
2020,20200302201054,4,14,1,1,9218889.031415,31,1,100,1,1,9900,217,1,1,1,230,0,0,60,230,395,0,0,95,0,380,0,25,0,20,390,390,1435
2020,20200302201055,4,15,1,1,2.0041727087813E7,60,1,100,1,1,9900,110,1,2,0,0,0,0,55,133,595,0,0,0,0,105,0,90,0,462,540,540,1440
2020,20200302201063,3,10,1,1,7003722.657199,76,2,100,1,1,9900,112,5,99,0,0,0,0,40,33,480,25,0,0,0,862,0,0,0,0,450,450,1440
2020,20200302201065,3,14,1,1,3519495.950171,39,1,110,2,1,9900,316,1,1,0,0,0,0,30,0,435,0,0,60,0,0,0,125,0,790,405,405,1440
2020,20200302201068,2,15,1,1,7138843.169721,40,1,100,1,1,9900,217,1,1,1,30,0,0,75,45,480,0,0,0,0,175,30,50,0,555,450,450,1440
2020,20200302201073,3,16,1,1,4016978.079789,37,2,100,1,1,9900,217,1,2,1,315,0,0,55,195,540,0,0,85,0,105,0,120,0,0,500,500,1415
2020,20200302201075,3,16,1,1,9574815.606297,34,2,100,6,4,30025,217,1,1,0,0,0,0,90,40,570,0,0,0,0,35,85,85,0,535,510,510,1440
2020,20200302201107,3,16,1,1,1.5740401955353E7,55,1,100,1,1,9900,217,1,1,0,0,0,0,35,25,420,0,0,5,0,135,60,47,0,688,375,375,1415
2020,20200302201115,2,11,1,1,9229940.131971,33,2,100,1,1,9900,213,5,99,1,180,0,0,135,392,383,0,0,20,0,150,0,60,15,0,383,383,1335
2020,20200302201117,3,14,1,1,9261468.096024,40,1,110,1,1,9900,213,1,1,1,0,0,0,75,0,585,0,0,0,0,0,0,60,0,720,480,480,1440
2020,20200302201119,2,13,1,1,7838190.215183,32,1,100,1,1,9900,213,1,1,0,0,0,0,45,75,770,0,0,90,0,150,0,80,0,230,710,710,1440
2020,20200302201127,3,1,1,1,5505891.808573,77,1,100,3,1,9900,214,5,99,0,0,0,0,35,100,480,0,0,0,0,825,0,0,0,0,480,480,1440
2020,20200302201128,3,9,1,1,1.4716773617435E7,56,2,100,6,1,9900,217,5,99,0,0,0,0,90,0,585,0,0,65,0,540,0,160,0,0,570,570,1440
2020,20200302201137,4,12,1,1,2431670.098683,40,1,100,6,1,9900,217,4,99,0,0,0,0,210,75,585,0,0,10,0,329,120,96,0,0,525,525,1425
2020,20200302201160,3,10,1,1,3592475.034435,69,2,110,3,1,9900,213,5,99,0,0,0,0,50,186,613,120,0,20,86,215,0,150,0,0,538,538,1440
2020,20200302201165,3,15,1,1,1852846.012381,64,1,100,6,1,9900,321,1,1,0,0,0,0,90,27,600,0,0,0,60,93,0,20,135,355,535,535,1380
2020,20200302201168,1,10,1,1,4677052.5192,67,1,100,4,1,9900,112,5,99,0,0,0,0,40,0,653,30,0,0,60,645,0,7,0,0,633,633,1435
2020,20200302201169,3,15,1,1,8280686.165909,39,2,100,1,1,9900,214,1,1,1,0,0,0,50,81,565,0,45,0,0,75,109,65,0,420,460,460,1410
2020,20200302201176,4,16,1,1,2268351.342089,40,1,100,1,1,9900,316,1,1,1,80,0,0,150,225,610,20,0,0,0,150,150,35,0,0,570,570,1420
2020,20200302201179,2,15,1,1,4398034.890085,36,1,100,1,1,9900,112,1,1,1,355,0,0,0,260,385,0,0,30,0,390,0,20,0,0,385,385,1440
2020,20200302201180,3,15,1,1,2868078.419082,49,2,100,1,1,9900,217,1,1,1,5,0,0,70,300,585,30,0,120,0,194,90,16,0,30,525,525,1440
2020,20200302201183,2,16,1,1,3786076.561204,37,1,100,1,1,9900,216,1,1,1,20,0,306,90,30,510,0,0,0,0,280,30,54,120,0,480,480,1440
2020,20200302201187,4,11,1,1,3468195.747469,51,2,100,6,1,9900,316,1,1,0,0,0,0,105,375,740,15,0,120,0,20,0,65,0,0,385,385,1440
2020,20200302201188,2,11,1,1,1912251.99749,67,2,110,3,1,9900,217,5,99,0,0,0,0,90,100,566,105,0,0,0,510,0,39,0,0,501,501,1410
2020,20200302201193,3,16,1,1,7040949.581791,61,2,100,6,1,9900,320,1,1,0,15,0,0,90,268,495,0,0,85,0,330,0,47,0,0,465,465,1330
2020,20200302201194,3,13,1,1,1.8599134952942E7,40,1,100,6,1,9900,214,1,1,0,0,0,0,60,15,525,270,0,0,0,360,60,0,0,90,480,480,1380
2020,20200302201195,2,3,1,1,1.0475288849747E7,64,1,110,4,1,9900,112,5,99,0,0,0,0,60,0,600,0,0,0,0,780,0,0,0,0,595,595,1440
2020,20200302201197,3,7,1,1,1.0356295500868E7,75,2,100,3,1,9900,109,5,99,0,0,0,0,45,55,724,15,27,44,0,443,5,82,0,0,567,567,1440
2020,20200302201199,1,14,1,1,7313626.377443,53,1,100,6,1,9900,214,1,1,0,0,0,0,90,90,540,5,0,0,0,580,0,135,0,0,530,530,1440
2020,20200302201214,2,13,1,1,3.0810311253186E7,85,1,100,1,1,9900,213,5,99,0,0,0,0,101,0,810,0,50,0,0,459,0,20,0,0,690,690,1440
2020,20200302201221,2,13,1,1,4990497.036329,34,1,100,1,1,9900,112,5,99,1,0,0,0,150,165,700,0,0,90,0,170,0,165,0,0,680,680,1440
2020,20200302201222,3,1,1,1,5412993.658644,34,1,100,6,1,9900,112,5,99,0,0,0,0,15,35,630,0,0,0,0,760,0,0,0,0,630,630,1440
2020,20200302201239,4,16,1,1,5840044.273687,46,2,100,1,1,9900,217,1,1,1,12,0,0,45,50,565,0,60,0,0,85,0,83,0,540,465,465,1440
2020,20200302201252,3,11,1,1,4678061.890639,31,2,100,6,1,9900,320,4,99,0,0,0,0,30,300,840,0,0,45,0,70,0,95,0,60,810,810,1440
2020,20200302201253,4,8,1,1,4995123.143293,27,2,100,1,1,9900,112,5,99,1,110,0,0,165,60,664,0,0,30,0,360,0,51,0,0,664,664,1440
2020,20200302201258,3,13,1,1,2.8210480386565E7,60,2,100,4,1,9900,112,1,1,0,0,0,0,25,55,580,0,0,15,0,110,0,110,0,545,470,470,1440
2020,20200302201260,3,16,1,1,1.1863345028839E7,33,1,100,1,1,9900,316,1,1,1,140,0,0,60,30,585,0,0,0,0,60,0,40,0,525,525,525,1440
2020,20200302201264,3,15,1,1,3852139.77957,50,2,100,4,1,9900,320,1,2,1,187,0,0,30,270,484,15,0,35,0,0,0,89,0,270,439,439,1380
2020,20200302201275,3,12,1,1,5503052.524314,62,2,100,1,1,9900,214,1,2,0,0,0,0,35,0,735,0,0,60,0,590,0,20,0,0,685,685,1440
2020,20200302201289,2,16,1,1,3739054.921252,32,1,100,1,1,9900,217,1,1,1,152,0,0,90,90,633,0,0,0,60,195,45,175,0,0,598,598,1440
2020,20200302201292,3,5,1,1,9118463.533985,25,2,100,6,1,9900,217,1,1,0,0,0,0,90,0,545,0,0,8,0,667,30,100,0,0,485,485,1440
2020,20200302201294,1,9,1,1,1.7997819373688E7,53,2,110,6,1,9900,112,1,2,1,0,0,0,20,170,398,0,0,0,0,140,0,162,0,550,378,378,1440
2020,20200302201304,3,16,1,1,1.0822924235726E7,41,2,100,1,1,9900,321,1,1,1,0,0,0,10,0,415,0,0,0,0,0,45,56,360,499,390,390,1385
2020,20200302201312,3,7,1,1,4632762.003115,39,1,100,1,1,9900,216,5,99,1,31,0,0,75,105,167,0,0,6,0,699,4,59,264,0,150,150,1410
2020,20200302201317,3,16,1,1,1.1578092991036E7,62,1,100,1,4,25000,112,1,1,0,0,0,0,80,585,555,0,0,0,0,205,0,10,0,5,540,540,1440
2020,20200302201324,1,16,1,1,4716189.09454,38,1,100,1,1,9900,217,1,1,1,220,0,0,100,110,600,0,0,60,0,210,90,50,0,0,600,600,1440
2020,20200302201336,2,15,1,1,1.1976947494245E7,48,2,100,1,1,9900,213,1,1,1,0,0,0,0,15,725,0,45,10,0,135,0,21,0,489,670,670,1440
2020,20200302201337,3,14,1,1,8151974.217477,54,1,100,4,1,9900,112,1,1,0,0,0,0,120,660,590,0,0,0,0,70,0,0,0,0,570,570,1440
2020,20200302201341,4,13,1,1,5229069.107249,36,2,100,1,1,9900,214,1,1,0,0,0,0,20,432,690,0,0,0,0,100,0,0,0,198,690,690,1440
2020,20200302201345,1,9,1,1,2270732.283343,66,1,100,6,1,9900,316,1,1,0,0,0,0,45,20,630,0,0,0,220,425,60,40,0,0,600,600,1440
2020,20200302201354,1,2,1,1,5809476.714661,40,2,100,4,1,9900,217,1,1,1,60,0,0,60,70,535,0,10,19,0,60,0,86,0,540,455,455,1440
2020,20200302201355,4,13,1,1,9964799.838427,31,1,100,1,1,9900,216,1,1,1,70,0,15,95,70,540,0,0,6,0,94,0,68,20,457,490,490,1435
2020,20200302201359,2,13,1,1,8917203.138516,30,2,100,1,1,9900,316,1,1,1,35,0,0,85,80,575,0,0,0,0,75,0,170,0,420,520,520,1440
2020,20200302201381,1,4,1,1,1310462.319021,61,2,100,6,5,26010,112,4,99,0,0,0,0,120,300,420,0,0,0,225,375,0,0,0,0,420,420,1440
2020,20200302201383,1,12,1,1,2713856.909394,48,2,100,4,1,9900,214,1,1,0,0,0,0,25,295,570,0,0,60,0,405,0,25,0,60,510,510,1440
2020,20200302201393,1,8,1,1,4930752.193978,68,2,100,4,1,9900,217,5,99,0,0,0,0,70,266,684,15,0,0,0,405,0,0,0,0,609,609,1440
2020,20200302201413,1,11,1,1,1791227.276699,80,2,100,6,1,9900,316,5,99,0,0,0,0,90,630,720,0,0,0,0,0,0,0,0,0,570,570,1440
2020,20200302201414,2,14,1,1,6439637.808953,44,2,100,1,1,9900,217,1,2,1,5,0,0,30,95,590,0,0,100,0,449,0,41,130,0,570,570,1440
2020,20200302201423,4,14,1,1,4899526.917846,55,2,131,4,4,51800,217,1,1,1,68,0,0,90,500,565,0,0,0,0,157,0,60,0,0,555,555,1440
2020,20200302201433,2,4,1,1,3248890.315186,32,2,110,6,1,9900,112,1,2,1,90,0,0,90,85,795,0,0,0,0,380,0,0,0,0,795,795,1440
2020,20200302201436,2,6,1,1,9818096.390893,80,1,110,1,1,9900,112,5,99,0,4,0,0,5,51,441,0,0,30,0,899,0,10,0,0,420,420,1440
2020,20200302201439,3,8,1,1,2159680.338264,48,2,100,6,1,9900,215,1,2,1,2,0,0,50,285,510,0,0,0,0,433,0,40,0,120,495,495,1440
2020,20200302201443,3,13,1,1,1.2828548233747E7,30,1,100,1,1,9900,112,1,1,1,10,0,0,310,116,540,0,0,0,0,464,0,0,0,0,540,540,1440
2020,20200302201457,1,13,1,1,6835646.25156,36,2,100,1,1,9900,217,1,2,1,45,0,0,45,30,580,0,0,0,0,210,0,40,0,400,550,550,1350
2020,20200302201459,3,13,1,1,2011223.709958,30,2,110,6,1,9900,217,1,1,0,0,0,0,30,90,630,60,0,0,0,630,0,0,0,0,600,600,1440
2020,20200302201464,2,15,1,1,8959250.694927,39,2,100,1,1,9900,217,4,99,1,0,0,0,60,345,695,0,60,60,0,180,0,40,0,0,650,650,1440
2020,20200302201470,4,15,1,1,7041454.858964,39,1,100,1,1,9900,112,1,1,1,13,0,0,120,50,515,0,0,0,0,172,0,36,0,534,495,495,1440
2020,20200302201479,4,12,1,1,1.472438637279E7,70,1,100,1,1,9900,214,5,99,0,150,0,0,90,270,540,0,0,60,0,300,0,30,0,0,540,540,1440
2020,20200302201482,4,2,1,1,3820183.260676,68,2,110,4,1,9900,215,4,99,0,0,0,0,90,15,825,0,0,30,0,195,0,90,0,0,765,765,1245
2020,20200302201491,1,16,1,1,1.6132721992487E7,57,1,100,4,1,9900,217,1,1,0,0,0,0,30,45,555,0,0,0,0,150,0,60,0,600,525,525,1440
2020,20200302201494,3,10,1,1,1635193.489265,69,2,110,3,1,9900,316,5,99,0,0,0,0,35,0,725,0,105,0,50,115,0,70,340,0,540,540,1440
2020,20200302201497,4,8,1,1,6806479.906631,72,1,100,4,1,9900,112,5,99,0,0,0,0,65,0,480,0,0,0,0,895,0,0,0,0,480,480,1440
2020,20200302201500,3,5,1,1,3085172.313961,52,1,110,4,4,30040,214,1,1,0,0,0,0,60,70,450,0,0,15,0,125,0,75,0,645,360,360,1440
2020,20200302201506,3,11,1,1,8713651.976264,40,2,110,4,1,9900,217,1,1,1,0,0,0,40,6,690,0,0,0,0,704,0,0,0,0,660,660,1440
2020,20200302201514,4,13,1,1,3056530.192198,39,1,131,2,5,50100,316,1,1,0,0,0,0,120,0,660,0,0,30,0,570,0,60,0,0,660,660,1440
2020,20200302201522,3,9,1,1,2006761.231736,28,2,100,2,5,20000,112,1,2,1,90,0,0,60,160,760,0,0,30,0,86,0,134,120,0,730,730,1440
2020,20200302201526,2,15,1,1,4464741.883361,68,2,100,1,1,9900,213,5,99,0,60,171,0,115,0,544,45,0,0,70,267,30,62,75,0,509,509,1439
2020,20200302201535,4,11,1,1,2.2456724418754E7,55,1,100,1,4,20000,112,1,1,1,0,0,0,75,0,440,0,0,0,0,330,0,60,0,535,390,390,1440
2020,20200302201541,2,15,1,1,3073075.769281,33,2,100,1,4,45500,112,1,2,1,404,0,0,60,12,610,15,0,0,0,189,0,105,0,0,535,535,1395
2020,20200302201542,3,3,1,1,2702923.666244,43,2,110,5,1,9900,217,5,99,0,0,0,0,10,0,1155,0,95,0,0,180,0,0,0,0,1155,1155,1440
2020,20200302201543,3,10,1,1,5818684.492717,68,2,100,1,1,9900,213,5,99,0,0,0,0,65,605,450,0,0,60,0,220,0,20,0,0,450,450,1420
2020,20200302201545,3,10,1,1,1.8923225555955E7,61,2,100,1,1,9900,112,5,99,0,0,275,0,5,145,555,0,0,60,0,386,0,14,0,0,540,540,1440
2020,20200302201547,1,14,1,1,6050575.980765,42,1,100,1,1,9900,217,1,1,1,0,0,0,165,555,630,0,0,0,0,90,0,0,0,0,630,630,1440
2020,20200302201554,2,11,1,1,4046744.553738,42,2,100,1,5,52100,321,1,1,1,330,0,0,90,200,540,0,0,0,0,270,0,0,0,10,540,540,1440
2020,20200302201557,4,4,1,1,5992659.731944,56,1,100,4,1,9900,321,5,99,0,0,0,0,110,175,463,10,0,60,0,468,60,94,0,0,388,388,1440
2020,20200302201566,3,10,1,1,4907830.192738,43,2,100,1,1,9900,217,1,1,1,0,0,0,60,0,620,0,0,20,0,600,120,20,0,0,620,620,1440
2020,20200302201572,2,14,1,1,1.0510035972451E7,66,2,100,1,1,9900,316,5,99,0,0,0,0,135,180,660,0,75,90,0,180,0,120,0,0,570,570,1440
2020,20200302201580,4,16,1,1,1.0591510287197E7,47,2,100,1,1,9900,216,1,2,0,0,35,0,105,80,652,0,0,60,0,200,90,218,0,0,502,502,1440
2020,20200302201582,3,16,1,1,1.370613857868E7,63,2,100,1,1,9900,217,1,1,0,0,30,0,45,320,500,30,0,0,0,0,5,55,0,455,470,470,1440
2020,20200302201593,3,16,1,1,6471839.627789,59,2,100,1,1,9900,217,5,99,0,0,0,0,95,420,554,15,0,60,60,105,105,26,0,0,524,524,1440
2020,20200302201601,1,11,1,1,2537744.445017,71,1,100,4,1,9900,214,5,99,0,0,0,0,75,105,525,0,0,0,0,715,0,20,0,0,480,480,1440
2020,20200302201607,1,9,1,1,1856104.558801,73,2,100,4,1,9900,217,5,99,0,0,60,0,70,0,1135,0,0,0,0,135,0,20,0,0,1135,1135,1420
2020,20200302201609,1,13,1,1,8392203.920159,58,1,100,1,1,9900,112,1,1,0,68,0,0,85,185,334,0,0,0,0,125,0,30,0,553,330,330,1380
2020,20200302201616,3,12,1,1,1.349892975979E7,57,1,110,6,1,9900,112,1,1,0,0,0,0,75,0,160,0,0,11,0,144,0,100,0,950,105,105,1440
2020,20200302201618,3,9,1,1,6349729.891708,71,2,100,3,1,9900,217,1,2,0,0,0,0,50,26,687,35,0,35,0,185,0,50,0,347,652,652,1415
2020,20200302201622,1,16,1,1,9279980.925868,36,2,100,1,5,15000,316,2,1,1,265,0,0,70,343,520,0,0,50,0,45,101,46,0,0,465,465,1440
2020,20200302201623,3,14,1,1,9006104.050478,59,2,100,1,1,9900,316,1,1,0,0,160,0,115,260,555,0,0,0,0,195,0,155,0,0,495,495,1440
2020,20200302201630,4,14,1,1,9716847.935007,44,1,100,4,1,9900,214,1,1,1,0,0,0,75,0,563,0,0,5,0,15,0,2,0,780,563,563,1440
2020,20200302201636,1,15,1,1,7585625.48915,41,1,100,1,1,9900,217,1,1,1,120,0,0,90,45,375,0,0,20,0,210,0,115,0,420,360,360,1395
2020,20200302201640,2,14,1,1,3347042.442812,60,1,100,4,1,9900,112,1,1,0,0,0,0,105,250,795,0,0,0,0,120,0,0,0,170,735,735,1440
2020,20200302201642,1,7,1,1,7019447.673442,70,1,100,6,1,9900,217,5,99,0,0,0,0,20,0,295,0,0,0,0,1125,0,0,0,0,285,285,1440
2020,20200302201646,2,12,1,1,3923117.641353,32,1,100,1,1,9900,217,1,1,1,310,0,60,0,195,675,0,0,90,0,60,0,50,0,0,615,615,1440
2020,20200302201648,4,16,1,1,7484762.330953,52,1,100,1,4,46500,316,1,1,1,50,0,0,50,125,510,0,0,20,0,80,30,25,15,535,475,475,1440
2020,20200302201649,3,8,1,1,1.1261879566099E7,46,2,100,1,1,9900,316,1,2,1,15,0,0,30,120,735,60,0,0,20,30,0,0,0,285,725,725,1295
2020,20200302201651,3,11,1,1,1.0245787797008E7,66,2,100,1,1,9900,214,5,99,0,0,0,0,90,340,545,0,30,25,0,285,50,55,0,0,525,525,1420
2020,20200302201656,3,10,1,1,1.2699075505559E7,48,2,110,5,1,9900,112,1,1,0,0,2,0,41,43,495,0,0,2,0,147,3,146,0,561,468,468,1440
2020,20200302201657,4,11,1,1,3.8830879088202E7,55,2,100,5,1,9900,112,1,1,0,0,0,0,150,90,540,0,0,120,0,182,0,28,60,270,540,540,1440
2020,20200302201663,1,8,1,1,9061548.752467,69,2,100,1,1,9900,111,5,99,0,0,0,0,60,0,600,0,0,0,0,780,0,0,0,0,600,600,1440
2020,20200302201677,4,16,1,1,8722473.566547,40,1,100,1,1,9900,321,1,1,1,0,0,0,150,0,480,0,0,0,0,270,0,0,0,510,450,450,1410
2020,20200302201679,3,9,1,1,6009442.930789,42,1,100,1,1,9900,214,1,1,1,0,0,0,75,0,510,0,0,0,0,215,130,55,0,455,480,480,1440
2020,20200302201682,1,16,1,1,5570194.469587,43,2,131,1,4,52100,321,1,1,1,0,0,0,120,55,615,30,0,10,0,600,0,10,0,0,595,595,1440
2020,20200302201686,2,9,1,1,4393067.251695,65,1,100,3,1,9900,112,5,99,0,0,0,0,67,180,910,0,0,3,0,230,0,50,0,0,910,910,1440
2020,20200302201688,2,3,1,1,4578100.807596,57,1,100,3,1,9900,111,5,99,0,0,0,0,10,20,240,0,0,0,0,1170,0,0,0,0,240,240,1440
2020,20200302201696,4,16,1,1,3791568.382014,31,2,100,1,1,9900,217,2,2,1,120,15,0,90,190,625,5,0,10,0,220,0,81,0,0,590,590,1356
2020,20200302201697,3,16,1,1,3826607.213525,42,1,100,4,1,9900,316,1,1,1,7,0,0,100,10,563,0,0,0,0,120,0,92,0,528,548,548,1420
2020,20200302201702,2,14,1,1,1.0265125077318E7,65,2,110,1,1,9900,112,1,1,0,0,0,0,45,15,480,0,0,0,0,330,0,90,0,480,450,450,1440
2020,20200302201707,4,6,1,1,5757277.404615,68,2,100,1,1,9900,214,5,99,0,0,5,0,60,20,682,5,0,20,0,598,0,50,0,0,660,660,1440
2020,20200302201708,4,6,1,1,2563780.17561,77,1,100,4,1,9900,214,5,99,0,0,0,0,50,60,510,0,0,0,0,540,240,40,0,0,510,510,1440
2020,20200302201712,4,14,1,1,7050139.316965,50,1,100,1,4,53000,217,1,1,1,73,0,0,50,10,500,0,0,60,10,115,0,62,0,525,450,450,1405
2020,20200302201717,4,15,1,1,3390725.225416,53,2,100,3,1,9900,216,1,2,0,0,0,0,20,715,470,0,0,0,0,100,60,0,0,0,450,450,1365
2020,20200302201718,3,15,1,1,8940120.535844,51,1,100,1,1,9900,316,1,1,1,0,0,0,75,70,450,0,0,10,0,300,0,60,0,475,390,390,1440
2020,20200302201719,2,14,1,1,6263696.221238,46,2,100,1,1,9900,217,1,1,0,0,0,0,30,215,445,0,25,180,0,160,0,82,240,63,430,430,1440
2020,20200302201723,2,13,1,1,7837856.114074,35,2,100,4,1,9900,217,1,1,0,0,0,0,48,0,762,0,0,3,0,507,0,120,0,0,702,702,1440
2020,20200302201738,3,13,1,1,4538817.901788,26,1,100,6,1,9900,217,1,1,0,0,0,0,110,110,694,0,0,0,0,90,240,76,0,0,674,674,1320
2020,20200302201743,2,15,1,1,4439560.564945,44,2,100,1,1,9900,217,1,1,1,10,0,0,110,105,670,0,0,0,75,160,90,20,200,0,590,590,1440
2020,20200302201746,3,9,1,1,2519756.286527,72,1,100,6,1,9900,320,5,99,0,0,0,0,20,151,500,0,0,40,0,629,0,50,0,5,470,470,1395
2020,20200302201759,3,5,1,1,7305437.304598,80,2,100,4,4,45600,213,5,99,0,0,0,0,60,435,585,0,0,30,0,300,0,30,0,0,585,585,1440
2020,20200302201767,1,10,1,1,1.2925457783037E7,68,1,100,1,1,9900,214,5,99,0,0,0,0,30,365,510,0,0,5,0,520,0,10,0,0,480,480,1440
2020,20200302201769,2,15,1,1,5660144.88124,52,1,100,1,1,9900,217,1,1,0,0,0,0,120,0,780,0,0,0,120,368,30,22,0,0,780,780,1440
2020,20200302201773,3,14,1,1,6054284.477768,40,2,100,1,1,9900,217,5,99,1,110,0,0,65,280,605,0,0,60,0,185,0,80,0,0,555,555,1385
2020,20200302201775,1,16,1,1,6154869.548749,51,1,100,1,1,9900,316,1,1,1,0,0,0,115,20,630,0,0,20,0,75,30,410,0,140,570,570,1440
2020,20200302201782,4,11,1,1,7892004.306821,33,1,100,1,1,9900,217,1,1,0,0,0,0,30,30,660,0,0,15,0,309,0,61,335,0,630,630,1440
2020,20200302201786,4,15,1,1,4340600.997375,45,2,100,1,1,9900,217,5,99,1,0,0,0,120,60,600,0,0,0,0,660,0,0,0,0,565,565,1440
2020,20200302201795,3,7,1,1,1.4377381060184E7,31,2,120,1,5,20000,109,5,99,1,170,0,0,95,330,665,0,0,0,0,140,0,0,0,0,600,600,1400
2020,20200302201798,2,14,1,1,4518590.888916,62,1,100,1,1,9900,321,1,1,0,0,0,0,85,60,570,0,0,20,0,195,150,30,15,285,510,510,1410
2020,20200302201828,2,4,1,1,6089024.154289,80,1,100,6,1,9900,112,5,99,0,0,0,0,30,0,750,0,10,43,0,555,0,52,0,0,750,750,1440
2020,20200302201850,3,13,1,1,7086497.611943,63,1,100,4,1,9900,112,1,1,0,0,4,0,165,0,455,0,0,0,0,100,0,196,0,520,430,430,1440
2020,20200302201852,3,15,1,1,4297835.870696,57,1,100,1,1,9900,109,1,1,1,0,0,0,75,60,440,0,0,0,0,235,0,35,0,595,420,420,1440
2020,20200302201855,1,15,1,1,1.1030118539166E7,79,2,100,3,1,9900,112,5,99,0,0,0,0,50,25,480,0,0,45,0,740,0,40,0,0,480,480,1380
2020,20200302201857,2,15,1,1,8609292.383847,51,1,100,6,1,9900,217,1,1,0,0,0,0,50,125,690,60,0,0,0,445,70,0,0,0,630,630,1440
2020,20200302201866,4,14,1,1,4771241.486896,71,2,100,4,1,9900,214,5,99,0,0,0,0,0,405,675,0,30,30,0,180,0,120,0,0,675,675,1440
2020,20200302201867,2,15,1,1,1.2939898556746E7,61,2,100,1,1,9900,217,1,1,0,0,180,0,65,195,450,45,0,0,0,460,0,0,0,45,450,450,1440
2020,20200302201869,1,11,1,1,5980120.728602,80,1,100,4,1,9900,214,5,99,0,0,0,0,84,220,497,16,10,30,0,373,65,124,20,0,435,435,1439
2020,20200302201871,4,5,1,1,2196878.085239,64,2,100,4,1,9900,112,1,2,0,0,6,0,35,75,631,0,0,45,180,122,0,66,280,0,561,561,1440
2020,20200302201872,2,14,1,1,1.2443670973105E7,28,2,100,1,1,9900,215,1,1,1,97,0,0,75,30,555,0,0,0,60,35,0,103,0,485,510,510,1440
2020,20200302201873,4,16,1,1,5733241.029971,60,2,100,1,1,9900,217,1,1,0,0,0,0,180,0,720,0,0,0,0,60,0,0,0,480,600,600,1440
2020,20200302201902,2,11,1,1,3376904.430552,68,2,100,3,1,9900,112,1,1,0,0,60,0,15,85,540,105,60,55,0,380,60,60,0,0,480,480,1420
2020,20200302201905,2,7,1,1,2443725.712282,77,2,100,3,1,9900,214,1,2,0,0,0,0,50,275,565,0,0,80,65,310,0,95,0,0,465,465,1440
2020,20200302201906,4,12,1,1,9741250.461251,32,1,100,1,1,9900,214,1,1,1,30,0,0,65,45,490,0,0,15,0,190,0,22,0,583,450,450,1440
2020,20200302201913,4,11,1,1,1.3557066613387E7,48,1,100,1,1,9900,111,5,99,0,0,0,0,80,320,415,0,0,0,0,625,0,0,0,0,415,415,1440
2020,20200302201922,2,13,1,1,1.233191132582E7,56,1,100,1,1,9900,112,1,1,0,0,0,0,30,60,720,0,0,15,0,585,0,30,0,0,720,720,1440
2020,20200302201926,4,15,1,1,7143361.971595,39,2,100,1,1,9900,321,5,99,1,192,0,0,80,408,645,15,0,20,0,40,0,40,0,0,460,460,1440
2020,20200302201927,3,16,1,1,1.4363703143771E7,51,2,100,1,1,9900,112,1,1,1,5,0,0,75,110,545,0,0,0,0,0,20,150,0,535,440,440,1440
2020,20200302201928,2,14,1,1,6217464.848982,71,1,100,1,1,9900,316,5,99,0,0,0,0,50,0,480,0,0,0,0,910,0,0,0,0,480,480,1440
2020,20200302201931,3,8,1,1,3812919.938798,54,1,110,4,1,9900,112,1,1,0,0,0,0,0,225,750,0,0,0,105,240,0,120,0,0,660,660,1440
2020,20200302201933,2,14,1,1,6985361.214827,77,1,131,3,1,9900,316,5,99,0,0,105,0,90,195,555,0,0,0,0,465,0,30,0,0,480,480,1440
2020,20200302201937,4,11,1,1,2652186.824525,33,2,100,1,5,20000,112,5,99,1,30,0,0,100,120,740,0,0,90,90,210,0,60,0,0,610,610,1440
2020,20200302201942,4,15,1,1,1.0271222984398E7,43,1,100,1,1,9900,112,1,1,1,0,0,0,60,0,595,0,0,0,0,15,0,55,315,400,565,565,1440
2020,20200302201944,4,7,1,1,1595709.473984,35,2,100,5,5,20000,112,1,1,1,140,0,90,0,65,620,0,0,20,0,64,350,40,0,0,600,600,1389
2020,20200302201950,3,14,1,1,1.3884456486024E7,31,2,110,1,4,60039,214,1,1,1,250,0,0,60,210,480,0,0,218,0,120,0,42,0,0,480,480,1380
